ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0021537,telencephalon development,10/748,25/1817,0.4,0.971657754,-0.119331509,0.622560733,0.99998413,0.958121263,P22102/P21333/Q9NZI8/P31939/P00492/P62258/A0AVT1/P62826/Q9Y6A5/P51114,10
BP,GO:0030833,regulation of actin filament polymerization,10/748,25/1817,0.4,0.971657754,-0.119331509,0.622560733,0.99998413,0.958121263,Q13813/Q01082/Q13045/O15144/Q9UEY8/P06396/P07737/Q9UI08/P47755/Q14247,10
BP,GO:0051091,positive regulation of DNA-binding transcription factor activity,10/748,25/1817,0.4,0.971657754,-0.119331509,0.622560733,0.99998413,0.958121263,Q08211/Q6UUV7/P60900/Q04206/Q86UE4/Q96EP0/P62937/P06748/Q9H446/P02786,10
BP,GO:1901342,regulation of vasculature development,10/748,25/1817,0.4,0.971657754,-0.119331509,0.622560733,0.99998413,0.958121263,Q96PU8/P13489/P14618/Q9H4A3/Q04206/P00558/Q4VCS5/Q86UE4/P78347/Q8NCW5,10
BP,GO:0015931,nucleobase-containing compound transport,28/748,70/1817,0.4,0.971657754,-0.202235177,0.625412511,0.99998413,0.958121263,Q08211/Q96PU8/Q16629/Q9NZI8/P12270/Q9NPA8/P22626/O75694/O43592/Q92900/Q07955/Q9H4A3/Q86V81/Q92945/P61970/P49792/Q13838/P55735/P84103/Q14974/Q14008/P62826/Q9NRG9/Q9Y5S9/P51114/Q8WYP5/P82979/Q7KZ85,28
BP,GO:0000281,mitotic cytokinesis,8/748,20/1817,0.4,0.971657754,-0.106584755,0.626155663,0.99998413,0.958121263,Q9UN37/Q9UPT5/Q01082/Q8WUM4/Q9H4A3/Q9BXS6/P36405/P46940,8
BP,GO:0007098,centrosome cycle,8/748,20/1817,0.4,0.971657754,-0.106584755,0.626155663,0.99998413,0.958121263,Q15154/Q8WUM4/Q96PK6/Q14008/Q9H6D7/Q96SN8/P06748/Q9UHD1,8
BP,GO:0034243,regulation of transcription elongation by RNA polymerase II,8/748,20/1817,0.4,0.971657754,-0.106584755,0.626155663,0.99998413,0.958121263,Q00839/P09874/O14776/Q9NX70/Q56P03/Q15061/Q9BTT4/Q7KZ85,8
BP,GO:0042273,ribosomal large subunit biogenesis,8/748,20/1817,0.4,0.971657754,-0.106584755,0.626155663,0.99998413,0.958121263,P56537/P46777/Q7L2E3/P62913/Q9BXY0/P18077/P06748/Q9GZL7,8
BP,GO:0007565,female pregnancy,6/748,15/1817,0.4,0.971657754,-0.092176957,0.633007962,0.99998413,0.958121263,P35520/P09874/Q13263/P00441/Q02790/Q9UNF1,6
BP,GO:0009064,glutamine family amino acid metabolic process,6/748,15/1817,0.4,0.971657754,-0.092176957,0.633007962,0.99998413,0.958121263,O43175/P54886/O15067/Q06203/Q06210/P00505,6
BP,GO:0021762,substantia nigra development,6/748,15/1817,0.4,0.971657754,-0.092176957,0.633007962,0.99998413,0.958121263,P11021/P00338/P11413/P62258/P24539/Q9UN36,6
BP,GO:0030968,endoplasmic reticulum unfolded protein response,6/748,15/1817,0.4,0.971657754,-0.092176957,0.633007962,0.99998413,0.958121263,P55072/P11021/P63244/Q8IXB1/O95292/P18847,6
BP,GO:0035264,multicellular organism growth,6/748,15/1817,0.4,0.971657754,-0.092176957,0.633007962,0.99998413,0.958121263,Q7Z6E9/Q15149/P00441/O75844/Q6Y7W6/O75882,6
BP,GO:0042445,hormone metabolic process,6/748,15/1817,0.4,0.971657754,-0.092176957,0.633007962,0.99998413,0.958121263,P07237/P05023/P51659/Q9HBH5/O75844/Q99714,6
BP,GO:0043242,negative regulation of protein-containing complex disassembly,6/748,15/1817,0.4,0.971657754,-0.092176957,0.633007962,0.99998413,0.958121263,Q13813/Q01082/Q13045/Q9UEY8/P06396/P47755,6
BP,GO:0044703,multi-organism reproductive process,6/748,15/1817,0.4,0.971657754,-0.092176957,0.633007962,0.99998413,0.958121263,P35520/P09874/Q13263/P00441/Q02790/Q9UNF1,6
BP,GO:0044706,multi-multicellular organism process,6/748,15/1817,0.4,0.971657754,-0.092176957,0.633007962,0.99998413,0.958121263,P35520/P09874/Q13263/P00441/Q02790/Q9UNF1,6
BP,GO:0046777,protein autophosphorylation,6/748,15/1817,0.4,0.971657754,-0.092176957,0.633007962,0.99998413,0.958121263,Q92878/Q9C0C2/P36507/O00571/P06213/P49959,6
BP,GO:0048857,neural nucleus development,6/748,15/1817,0.4,0.971657754,-0.092176957,0.633007962,0.99998413,0.958121263,P11021/P00338/P11413/P62258/P24539/Q9UN36,6
BP,GO:0060326,cell chemotaxis,6/748,15/1817,0.4,0.971657754,-0.092176957,0.633007962,0.99998413,0.958121263,P14174/Q9H4A3/Q15149/P62937/Q9BR76/P39019,6
BP,GO:0060541,respiratory system development,6/748,15/1817,0.4,0.971657754,-0.092176957,0.633007962,0.99998413,0.958121263,P46379/P09960/P36507/Q15185/Q13247/Q04637,6
BP,GO:0070372,regulation of ERK1 and ERK2 cascade,6/748,15/1817,0.4,0.971657754,-0.092176957,0.633007962,0.99998413,0.958121263,O14745/P14174/Q14152/P09211/Q9UN36/P18847,6
BP,GO:0071806,protein transmembrane transport,6/748,15/1817,0.4,0.971657754,-0.092176957,0.633007962,0.99998413,0.958121263,P10809/Q9UPT5/P11142/P11021/O43615/Q07820,6
BP,GO:0090559,regulation of membrane permeability,6/748,15/1817,0.4,0.971657754,-0.092176957,0.633007962,0.99998413,0.958121263,Q8WUM4/P11142/P45880/Q8IXI1/Q6QNY1/Q9UDY2,6
BP,GO:0097061,dendritic spine organization,6/748,15/1817,0.4,0.971657754,-0.092176957,0.633007962,0.99998413,0.958121263,Q14444/Q7Z570/Q96HC4/Q16643/P06213/Q14247,6
BP,GO:1901880,negative regulation of protein depolymerization,6/748,15/1817,0.4,0.971657754,-0.092176957,0.633007962,0.99998413,0.958121263,Q13813/Q01082/Q13045/Q9UEY8/P06396/P47755,6
BP,GO:0030163,protein catabolic process,74/748,184/1817,0.402173913,0.976938503,-0.275945419,0.637451133,0.99998413,0.958121263,Q15393/Q9UN37/P15374/Q9Y5K6/P43686/P17980/P21333/P46379/P08238/Q8WUM4/P14625/Q9H7D7/O43765/P11142/Q13200/P54727/Q05639/P55072/O94966/P11021/P61086/O15164/Q16186/Q99497/P42771/Q7Z6E9/Q13263/P46777/Q15369/P20618/Q13620/Q06323/P61289/O95071/P60900/Q9BTA9/Q15366/Q9P0J7/Q9HCN8/Q92530/Q14669/Q9NV92/Q04206/Q15008/O76031/Q9NWU2/P63244/O43242/O60502/Q8IXB1/P25786/P62913/Q9UNM6/O75844/A0AVT1/P63208/P62195/P07900/P09936/P28074/P22314/Q16763/P55036/Q8N3C0/Q9H3N1/Q96EY5/Q99460/Q9UL46/P36776/O15294/P78317/P62081/Q9NYU2/Q16531,74
BP,GO:0006399,tRNA metabolic process,23/748,58/1817,0.396551724,0.963281394,-0.237676985,0.642954747,0.99998413,0.958121263,Q8TEA8/P41250/P49588/Q15024/Q8N1G4/P54577/P26640/Q8NCA5/Q9Y606/Q5T6V5/P07814/P41252/Q9Y285/P14868/Q9NSE4/Q9NSD9/Q14657/P47897/Q9P2J5/P12081/Q9Y3I0/Q99714/Q15046,23
BP,GO:0045787,positive regulation of cell cycle,23/748,58/1817,0.396551724,0.963281394,-0.237676985,0.642954747,0.99998413,0.958121263,Q9UPT5/Q00839/O95347/Q9NTJ3/P12270/Q9Y6G9/O94966/Q14204/Q9H4A3/Q13620/Q9BXS6/P39748/P23921/O00571/Q8N7H5/O75367/Q15021/P06213/P06748/Q04637/Q9Y6D9/P14635/Q15003,23
BP,GO:0000725,recombinational repair,17/748,43/1817,0.395348837,0.960359408,-0.219997335,0.643773944,0.99998413,0.958121263,P12956/P35637/P09874/Q92889/Q92878/P13010/P25205/Q14566/Q9HAF1/P33992/P23246/Q9BQ15/P39748/Q99873/Q9Y230/P49959/Q9Y265,17
BP,GO:0051402,neuron apoptotic process,17/748,43/1817,0.395348837,0.960359408,-0.219997335,0.643773944,0.99998413,0.958121263,P98170/Q9Y5K6/Q15233/P09874/P49588/Q13158/P04406/O43524/Q99497/Q13564/P04179/P11413/Q96B36/P00441/Q92542/Q9Y4L1/Q07820,17
BP,GO:0045597,positive regulation of cell differentiation,31/748,78/1817,0.397435897,0.965429179,-0.260991928,0.645370472,0.99998413,0.958121263,Q96PU8/P12956/Q00839/P08238/P09874/Q14444/Q13158/P55209/P13010/Q96T58/O43524/P04179/O95373/Q6NXT1/Q9BXP5/Q9UKV3/Q04206/O43809/P36507/Q16643/O75367/Q9H7S9/Q99873/O75164/Q15418/P36873/Q9UQ80/P51114/Q04637/O14617/P11047,31
BP,GO:0006479,protein methylation,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,Q8NCA5/P62318/Q99873/Q9NVM4,4
BP,GO:0006767,water-soluble vitamin metabolic process,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,Q9Y617/P14550/Q3SY69/Q9UBK8,4
BP,GO:0007265,Ras protein signal transduction,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,Q13283/Q99497/P42771/P20248,4
BP,GO:0007586,digestion,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,Q9H4A3/Q9Y3F4/P53621/Q9UDY2,4
BP,GO:0008213,protein alkylation,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,Q8NCA5/P62318/Q99873/Q9NVM4,4
BP,GO:0008344,adult locomotory behavior,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,Q99497/O75844/Q6Y7W6/P09936,4
BP,GO:0009226,nucleotide-sugar biosynthetic process,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,Q9Y303/Q16222/O95394/Q06210,4
BP,GO:0010660,regulation of muscle cell apoptotic process,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,P11142/P42771/P98175/P04179,4
BP,GO:0014013,regulation of gliogenesis,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,Q96PU8/Q04206/O75164/P36873,4
BP,GO:0018107,peptidyl-threonine phosphorylation,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,P61086/Q9H4A3/Q9C0C2/Q04637,4
BP,GO:0018210,peptidyl-threonine modification,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,P61086/Q9H4A3/Q9C0C2/Q04637,4
BP,GO:0022600,digestive system process,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,Q9H4A3/Q9Y3F4/P53621/Q9UDY2,4
BP,GO:0030198,extracellular matrix organization,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,P50454/Q13162/Q96AY3/P11047,4
BP,GO:0030510,regulation of BMP signaling pathway,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,P98170/Q9BRX2/Q9Y2U8/Q99873,4
BP,GO:0030838,positive regulation of actin filament polymerization,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,O15144/P07737/Q9UI08/Q14247,4
BP,GO:0032007,negative regulation of TOR signaling,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,Q9NR31/Q96B36/P55735/Q15418,4
BP,GO:0032368,regulation of lipid transport,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,P14174/P07814/Q9BZF3/Q8NCW5,4
BP,GO:0043062,extracellular structure organization,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,P50454/Q13162/Q96AY3/P11047,4
BP,GO:0043297,apical junction assembly,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,Q8WUM4/P18206/P35221/O75083,4
BP,GO:0045229,external encapsulating structure organization,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,P50454/Q13162/Q96AY3/P11047,4
BP,GO:0045685,regulation of glial cell differentiation,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,Q96PU8/Q04206/O75164/O75083,4
BP,GO:0046328,regulation of JNK cascade,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,P98170/P31689/Q99873/P09211,4
BP,GO:0048705,skeletal system morphogenesis,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,P50454/P35520/P11586/O75844,4
BP,GO:0051205,protein insertion into membrane,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,P46379/O43765/O43681/Q9H4A3,4
BP,GO:0086001,cardiac muscle cell action potential,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,P21333/O75694/P05023/P62258,4
BP,GO:0170035,L-amino acid catabolic process,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,P35520/Q8TD30/Q6YP21/P00505,4
BP,GO:1904019,epithelial cell apoptotic process,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,P06396/P31483/Q13247/P61165,4
BP,GO:1905477,positive regulation of protein localization to membrane,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,O00264/Q01082/P63244/O95573,4
BP,GO:2000628,regulation of miRNA metabolic process,4/748,10/1817,0.4,0.971657754,-0.075157972,0.647011859,0.99998413,0.958121263,Q96PU8/O43524/Q04206/P05412,4
BP,GO:0042594,response to starvation,13/748,33/1817,0.393939394,0.956935667,-0.208783965,0.64716976,0.99998413,0.958121263,Q9NR31/P02768/P11142/Q9BY44/P11021/O43524/P54577/Q8NDV7/P24752/Q92616/Q9P2J5/Q6PKG0/P18847,13
BP,GO:1902806,regulation of cell cycle G1/S phase transition,13/748,33/1817,0.393939394,0.956935667,-0.208783965,0.64716976,0.99998413,0.958121263,P42771/Q13620/Q06323/P61289/Q9BTA9/P23921/O00571/Q8N7H5/Q9UKG1/Q6Y7W6/Q04637/Q8IUI8/Q9UL46,13
BP,GO:0030100,regulation of endocytosis,11/748,28/1817,0.392857143,0.954306723,-0.203772711,0.650535261,0.99998413,0.958121263,P11142/P61978/Q99497/Q9P2R3/Q8N6T3/P00441/P63244/Q9UKG1/Q12907/P06213/Q9NX58,11
BP,GO:0051783,regulation of nuclear division,11/748,28/1817,0.392857143,0.954306723,-0.203772711,0.650535261,0.99998413,0.958121263,O95229/O43684/P12270/Q9Y6G9/Q9BXS6/P06213/Q96SN8/P46013/Q9Y6D9/P14635/Q13123,11
BP,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,11/748,28/1817,0.392857143,0.954306723,-0.203772711,0.650535261,0.99998413,0.958121263,P98170/Q9UK53/P08238/Q9BRX2/P09874/P11021/Q9H7S9/Q9Y2U8/Q99873/Q9Y3F4/O15294,11
BP,GO:1901654,response to ketone,11/748,28/1817,0.392857143,0.954306723,-0.203772711,0.650535261,0.99998413,0.958121263,P09874/P11142/Q14103/O43524/Q99497/P25705/P49321/Q04206/P12004/Q9H446/Q6PKG0,11
BP,GO:0030036,actin cytoskeleton organization,41/748,103/1817,0.398058252,0.966940969,-0.288883804,0.650696199,0.99998413,0.958121263,Q9UN37/Q13813/Q9Y5K6/P21333/Q01082/P13489/Q13045/O15144/Q8WUM4/P14625/P37802/Q9UEY8/P06396/P07737/P13797/O14745/Q9Y613/O75369/Q9Y490/P35579/Q15149/Q9UJU6/Q9Y2I1/Q96HC4/Q05682/Q9UI08/Q4VCS5/Q16643/P60983/Q8N8S7/P62826/P29966/P47755/Q69YQ0/P46940/Q9BR76/P50479/O60610/Q14247/O75083/O43707,41
BP,GO:0030029,actin filament-based process,45/748,113/1817,0.398230088,0.967358383,-0.299637355,0.653164841,0.99998413,0.958121263,Q9UN37/Q13813/Q9Y5K6/Q96PU8/P21333/Q01082/P13489/Q13045/O15144/Q8WUM4/P14625/P37802/Q9UEY8/P06396/P07737/P13797/O14745/O75694/Q9Y613/O75369/Q9Y490/P05023/P35579/Q15149/Q9UJU6/P30626/Q9Y2I1/Q96HC4/Q05682/Q9UI08/Q4VCS5/Q16643/P60983/Q8N8S7/P62826/P29966/P47755/Q69YQ0/P46940/Q9BR76/P50479/O60610/Q14247/O75083/O43707,45
BP,GO:0006367,transcription initiation at RNA polymerase II promoter,9/748,23/1817,0.391304348,0.950534759,-0.199651553,0.655840713,0.99998413,0.958121263,Q86VP6/O00268/Q15369/Q96PK6/O75367/Q9NX70/O75844/Q9BTT4/Q14676,9
BP,GO:0021543,pallium development,9/748,23/1817,0.391304348,0.950534759,-0.199651553,0.655840713,0.99998413,0.958121263,P22102/P21333/Q9NZI8/P31939/P62258/A0AVT1/P62826/Q9Y6A5/P51114,9
BP,GO:0030336,negative regulation of cell migration,9/748,23/1817,0.391304348,0.950534759,-0.199651553,0.655840713,0.99998413,0.958121263,Q9UK53/O14745/P14174/P18206/O43524/Q9Y2I1/Q9UI08/Q9BR76/O15294,9
BP,GO:0042886,amide transport,9/748,23/1817,0.391304348,0.950534759,-0.199651553,0.655840713,0.99998413,0.958121263,P17858/P22059/Q9NPA8/O14745/Q99497/Q16836/P30626/P00918/P07602,9
BP,GO:0009605,response to external stimulus,83/748,207/1817,0.400966184,0.974004753,-0.332266108,0.657043592,0.99998413,0.958121263,Q08211/O00410/P98170/Q9Y5K6/Q92841/P08670/Q15233/P21333/P10809/P12956/Q06830/P06733/P09874/P06396/P43243/Q13158/P04406/Q9BTV4/P11142/P13010/P34897/P14174/O75369/P61086/Q13283/Q9BUJ2/Q99497/Q92900/Q9H4A3/Q13263/P04179/Q6PD62/P07814/O95373/P60900/P23246/Q15366/Q15149/Q8IWZ3/Q04206/P36507/Q96PK6/Q9UHR5/P00441/O00571/Q8N7H5/Q4VCS5/Q86UE4/P07437/Q9BY67/P48643/P25786/Q96EY1/Q9UKG1/Q96EP0/P62937/Q14166/P62258/O75844/P32119/Q16222/Q9NX58/Q6Y7W6/P26641/P07900/Q8ND56/P36873/O95292/Q9BR76/P51114/P09211/Q12906/Q9H3N1/O14617/P55084/P39019/Q9NR30/P68371/O75531/Q96F44/Q15046/Q6P2Q9/O15294,83
BP,GO:0042176,regulation of protein catabolic process,30/748,76/1817,0.394736842,0.958872784,-0.30630677,0.662673699,0.99998413,0.958121263,Q15393/P43686/P17980/P21333/P46379/P08238/O43765/Q13200/P54727/Q05639/P55072/O94966/P61086/Q99497/Q13620/Q06323/P61289/Q9BTA9/Q92530/Q04206/P63244/O43242/P62913/P62195/P07900/Q9H3N1/Q99460/Q9UL46/O15294/Q16531,30
BP,GO:0006302,double-strand break repair,24/748,61/1817,0.393442623,0.955728938,-0.294132129,0.662776956,0.99998413,0.958121263,P12956/P35637/P09874/Q92889/Q92878/P13010/Q9NXR7/P35659/P55072/P25205/Q14566/P09884/Q9HAF1/P07954/P33992/P53041/P23246/Q9BQ15/Q9C0C2/P39748/Q99873/Q9Y230/P49959/Q9Y265,24
BP,GO:0007420,brain development,32/748,81/1817,0.395061728,0.959661979,-0.310600465,0.663020285,0.99998413,0.958121263,Q15154/P22102/P21333/P46379/P35520/O43175/P49588/Q9NZI8/P11142/Q92688/Q14103/P11021/O43524/P31939/P00338/Q9BSJ2/P00492/P11413/P23921/Q12830/P62258/A0AVT1/P62826/Q96SN8/P47897/P25685/P24539/Q9Y6A5/P51114/Q92542/Q9UN36/O75882,32
BP,GO:0070201,regulation of establishment of protein localization,34/748,86/1817,0.395348837,0.960359408,-0.314963836,0.663502937,0.99998413,0.958121263,Q15154/P50402/O00410/Q9Y5K6/P21333/O00264/P17858/P22059/P12270/P11142/Q9UBE0/Q9NPA8/Q92688/P46060/Q96KC8/Q99497/P42771/Q16836/Q13263/Q6WKZ4/O95071/P55786/Q9NV92/P30626/P31689/P63244/O95573/Q96EP0/P62937/P62258/P40227/P62826/P07900/Q14C86,34
BP,GO:0033043,regulation of organelle organization,91/748,227/1817,0.400881057,0.973797969,-0.352914243,0.663625134,0.99998413,0.958121263,P49368/Q14157/Q13813/Q9Y5K6/P21333/Q9NR31/Q01082/Q00839/O95347/P13489/Q13045/O15144/Q8WUM4/P49750/P09874/O95229/Q9UEY8/P06396/Q14444/Q92889/P07737/Q92878/Q9NTJ3/O43684/P22059/P12270/Q9Y6G9/Q15691/P22626/P13010/Q8WVK7/P27816/Q14103/P50991/Q9Y613/Q14694/Q13283/Q92900/Q14204/Q00610/Q13263/Q9UHD8/Q02224/Q99536/O95834/Q9P270/Q9BQ15/Q9BVK6/Q9BXS6/A5YKK6/P39748/P36507/Q96PK6/Q9UI08/Q99832/Q4VCS5/O75367/Q96BK5/P48643/P60983/P78371/Q5T5Y3/Q15021/P50990/P06213/Q15185/Q14008/P40227/Q9H6D7/Q96SN8/P46013/P07900/P47755/Q9Y6A5/P06748/Q9BR76/Q9Y230/Q02790/Q9Y6D9/Q9Y295/O60610/Q14247/P14635/Q13123/O75083/Q15003/P49959/Q9Y265/P02786/P78317/P11388,91
BP,GO:0061136,regulation of proteasomal protein catabolic process,20/748,51/1817,0.392156863,0.952605641,-0.287102027,0.664325634,0.99998413,0.958121263,P43686/P17980/P46379/P08238/O43765/P54727/P55072/O94966/P61086/Q99497/Q06323/P61289/Q9BTA9/Q92530/P63244/P62913/P62195/Q9H3N1/Q9UL46/O15294,20
BP,GO:0008286,insulin receptor signaling pathway,7/748,18/1817,0.388888889,0.944667261,-0.197298012,0.664424437,0.99998413,0.958121263,O14654/Q15043/Q04206/Q9UKG1/P06213/P36776/O15294,7
BP,GO:0017015,regulation of transforming growth factor beta receptor signaling pathway,7/748,18/1817,0.388888889,0.944667261,-0.197298012,0.664424437,0.99998413,0.958121263,Q9UK53/P08238/P11021/Q9H7S9/Q9Y2U8/Q9Y3F4/O15294,7
BP,GO:0044773,mitotic DNA damage checkpoint signaling,7/748,18/1817,0.388888889,0.944667261,-0.197298012,0.664424437,0.99998413,0.958121263,Q9NXR7/Q9BTA9/Q9NYP3/Q6Y7W6/Q9HAW4/P49959/Q14676,7
BP,GO:0051056,regulation of small GTPase mediated signal transduction,7/748,18/1817,0.388888889,0.944667261,-0.197298012,0.664424437,0.99998413,0.958121263,Q9Y5K6/Q07960/P52735/Q8N6T3/Q4VCS5/P52565/O15294,7
BP,GO:1901879,regulation of protein depolymerization,7/748,18/1817,0.388888889,0.944667261,-0.197298012,0.664424437,0.99998413,0.958121263,Q13813/Q01082/Q13045/Q9UEY8/P06396/P47755/O75083,7
BP,GO:1903844,regulation of cellular response to transforming growth factor beta stimulus,7/748,18/1817,0.388888889,0.944667261,-0.197298012,0.664424437,0.99998413,0.958121263,Q9UK53/P08238/P11021/Q9H7S9/Q9Y2U8/Q9Y3F4/O15294,7
BP,GO:2000241,regulation of reproductive process,7/748,18/1817,0.388888889,0.944667261,-0.197298012,0.664424437,0.99998413,0.958121263,O95229/Q13162/P35579/P00441/P06213/P30153/Q16531,7
BP,GO:0051656,establishment of organelle localization,38/748,96/1817,0.395833333,0.961536319,-0.323829115,0.664790735,0.99998413,0.958121263,Q15154/Q9UN37/Q03188/Q9NR31/Q9UPT5/Q00839/Q8WUM4/O95229/O43684/P56537/Q15691/O14745/Q8WVK7/P27816/Q9Y613/Q14204/P98175/P35579/Q02224/Q9BVK6/Q9BXS6/Q8IXI1/Q9P287/Q96BK5/Q96GA3/Q6QNY1/Q14974/P62826/Q96SN8/P09936/Q9Y266/Q9Y6A5/P06748/Q96JM3/Q9Y6D9/O14617/P14635/O43707,38
BP,GO:0034329,cell junction assembly,16/748,41/1817,0.390243902,0.947958784,-0.281862791,0.667969889,0.99998413,0.958121263,Q8WUM4/Q14444/P18206/Q9Y490/Q13564/Q15149/Q9UJU6/Q96HC4/Q4VCS5/Q9H7S9/P35221/Q04637/P11047/Q14247/O75083/O15294,16
BP,GO:0042692,muscle cell differentiation,16/748,41/1817,0.390243902,0.947958784,-0.281862791,0.667969889,0.99998413,0.958121263,Q96PU8/Q00839/Q13045/P04179/P35579/Q15149/P11413/Q96HC4/Q8IV08/P26599/O75844/P09936/P11047/O75083/Q7KZ85/O43707,16
BP,GO:0009725,response to hormone,46/748,116/1817,0.396551724,0.963281394,-0.341808525,0.668254421,0.99998413,0.958121263,Q9Y5K6/Q92841/Q00839/O14654/P09874/P14618/P56537/P11142/P09960/P04040/P46060/O43524/P35573/O15164/Q99497/P05023/Q16836/P07814/P25705/O95071/Q15043/P24752/Q04206/A5YKK6/Q96PK6/P31689/P17844/P05412/Q9UKG1/P06213/Q15185/Q13247/P20248/P62826/P35221/P07900/P12004/Q9Y266/P00918/Q9H446/P40939/Q02790/P36776/O15294/O43707/Q9GZZ9,46
BP,GO:0014706,striated muscle tissue development,14/748,36/1817,0.388888889,0.944667261,-0.28042797,0.671056304,0.99998413,0.958121263,P50402/Q92841/Q00839/P61201/P11142/O94966/O75369/Q15149/P11413/Q96HC4/P17844/Q99873/O75844/P18847,14
BP,GO:0031503,protein-containing complex localization,14/748,36/1817,0.388888889,0.944667261,-0.28042797,0.671056304,0.99998413,0.958121263,Q15154/P56537/P98175/Q16643/P42566/Q96GA3/P36405/Q9NQX3/P62826/P06748/P51114/Q02790/O14617/O15294,14
BP,GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,14/748,36/1817,0.388888889,0.944667261,-0.28042797,0.671056304,0.99998413,0.958121263,P98170/Q9UK53/P08238/Q9BRX2/P09874/P11021/P17844/Q9H7S9/Q9Y2U8/P05412/Q9UKG1/Q99873/Q9Y3F4/O15294,14
BP,GO:0048468,cell development,103/748,257/1817,0.40077821,0.973548139,-0.382719303,0.673220498,0.99998413,0.958121263,Q15154/Q7Z5L9/Q9Y5K6/Q96PU8/P50454/P08670/P21333/P12956/Q00839/P62805/P49327/Q13045/P09874/O43175/P38646/Q14444/Q13158/Q9NZI8/P56537/Q15904/P55209/P13010/O14745/P27816/Q96T58/P18206/O43524/O75369/Q15758/P42771/Q9Y520/Q9H4A3/Q13263/P04179/Q6PD62/Q9HAF1/Q13620/P35579/Q7Z570/Q6NXT1/P13639/O95758/Q15149/Q9BXP5/P51659/Q9UJU6/P00492/Q9Y277/Q9UKV3/Q04206/P11413/Q96HC4/O43809/P36507/Q06546/P00441/Q9UI08/Q8N7H5/Q16643/O43432/Q96EY1/Q5T5Y3/Q99873/Q6QNY1/Q9Y6M7/Q9NVM4/Q13428/Q8N8S7/O75844/P32119/P36405/A0AVT1/P62826/P35221/Q9NX58/Q13310/P09622/Q9H4B7/Q9GZS3/O75164/P09936/P46940/P36873/O95394/P51114/Q13740/Q92542/Q02790/O14617/P39019/Q9UDY2/Q14247/O75083/Q04760/Q96F44/O15294/O43707/P30153/P02786/Q92794/Q16531/P11388/Q9GZZ9,103
